"PlotID","Date","PlotVisit","ForbBiomass","GrassBiomass","HerbBiomass","ForageForbBiomass","ForageGrassBiomass","ForageHerbBiomass"
"10","2014-08-29","10.2014-08-29",15.4044059333333,0.422221166666667,15.8266271,15.4044059333333,0.422221166666667,15.8266271
"1016","2015-08-26","1016.2015-08-26",2.47554936666667,11.1110833333333,13.5866327,2.25377214333333,11.1110833333333,13.3648554766667
"1017","2015-08-26","1017.2015-08-26",2.78221526666667,9.93775293333333,12.7199682,2.78221526666667,9.93775293333333,12.7199682
"1018","2015-08-26","1018.2015-08-26",0.5199987,2.32858262297333,2.84858132297333,0.20799948,2.32858262297333,2.53658210297333
"1019","2015-08-26","1019.2015-08-26",2.55110473333333,0.328888066666667,2.8799928,2.09258736111111,0.328888066666667,2.42147542777778
"1020","2015-08-26","1020.2015-08-26",0,9.0266441,9.0266441,0,9.0266441,9.0266441
"1022","2015-07-28","1022.2015-07-28",2.01777273333333,12.5110798333333,14.5288525666667,0.657443556689342,12.5110798333333,13.1685233900227
"1023","2015-07-28","1023.2015-07-28",0.2266661,4.79554356666667,5.02220966666667,0.0152380571428571,4.79554356666667,4.81078162380952
"1026","2015-07-29","1026.2015-07-29",1.41999645,0,1.41999645,0,0,0
"1028","2015-07-29","1028.2015-07-29",0.697776033333333,0,0.697776033333333,0,0,0
"1034","2015-07-28","1034.2015-07-28",1.6933291,3.48665795,5.17998705,1.066664,3.48665795,4.55332195
"1035","2015-07-28","1035.2015-07-28",3.5066579,2.9999925,6.5066504,0.0723807714285714,2.9999925,3.07237327142857
"1036","2015-07-17","1036.2015-07-17",3.99554556666667,6.14220686666667,10.1377524333333,1.73866232,6.14220686666667,7.88086918666667
"1037","2015-07-17","1037.2015-07-17",2.68888216666667,5.5199862,8.20886836666667,0.0931479152777778,5.5199862,5.61313411527778
"1038","2015-07-17","1038.2015-07-17",1.3599966,0,1.3599966,0.54399864,0,0.54399864
"1039","2015-07-17","1039.2015-07-17",7.12887106666667,5.87554086666667,13.0044119333333,4.3374183503268,5.87554086666667,10.2129592169935
"1040","2015-07-17","1040.2015-07-17",4.98220976666667,0.911108833333333,5.8933186,0.449739616388889,0.911108833333333,1.36084844972222
"1041","2015-08-13","1041.2015-08-13",0,33.4132498,33.4132498,0,33.4132498,33.4132498
"1042","2015-08-13","1042.2015-08-13",0.0266666,11.0577501333333,11.0844167333333,0,11.0577501333333,11.0577501333333
"1043","2015-08-13","1043.2015-08-13",0.991108633333333,0.217777233333333,1.20888586666667,0.0930950053571429,0.217777233333333,0.310872238690476
"1044","2015-08-13","1044.2015-08-13",0.0311110333333333,5.7866522,5.81776323333333,0.0259258611111111,5.7866522,5.81257806111111
"1045","2015-08-13","1045.2015-08-13",1.4399964,9.6666425,11.1066389,0.445078252380952,9.6666425,10.111720752381
"1046","2015-08-04","1046.2015-08-04",10.8533062,0,10.8533062,10.8533062,0,10.8533062
"1047","2015-08-04","1047.2015-08-04",0,0.542220866666667,0.542220866666667,0,0.542220866666667,0.542220866666667
"1048","2015-08-04","1048.2015-08-04",3.47332465,0,3.47332465,3.47332465,0,3.47332465
"1049","2015-08-04","1049.2015-08-04",27.5777088333333,1.21777473333333,28.7954835666667,26.6956725131075,1.21777473333333,27.9134472464409
"1051","2015-08-24","1051.2015-08-24",6.09776253333333,14.2844087333333,20.3821712666667,0,14.2844087333333,14.2844087333333
"1052","2015-08-24","1052.2015-08-24",0.591109633333333,5.1199872,5.71109683333333,0.0285978121031746,5.1199872,5.14858501210317
"1053","2015-08-24","1053.2015-08-24",1.88443973333333,19.3732849,21.2577246333333,0.977775333333333,19.3732849,20.3510602333333
"1055","2015-08-24","1055.2015-08-24",0.7199982,4.65776613333333,5.37776433333333,0.17999955,4.62369214444444,4.80369169444444
"1057","2015-07-27","1057.2015-07-27",1.866662,0,1.866662,0,0,0
"1059","2015-07-27","1059.2015-07-27",2.0133283,0,2.0133283,0,0,0
"106","2014-08-22","106.2014-08-22",0.89999775,0.65999835,1.5599961,0.0454900823529412,0.65999835,0.705488432352941
"1061","2015-07-29","1061.2015-07-29",0.28666595,3.57999105,3.866657,0.28666595,0.856920934615385,1.14358688461538
"1063","2015-07-29","1063.2015-07-29",16.2844037333333,0.0133333,16.2977370333333,16.2844037333333,0.0133333,16.2977370333333
"1065","2015-07-29","1065.2015-07-29",4.07554536666667,1.01777523333333,5.0933206,4.07554536666667,0.422221166666667,4.49776653333333
"1071","2015-08-26","1071.2015-08-26",0,2.91554826666667,2.91554826666667,0,2.91554826666667,2.91554826666667
"1072","2015-08-26","1072.2015-08-26",1.8533287,10.67330665,12.52663535,1.389996525,10.67330665,12.063303175
"1073","2015-08-26","1073.2015-08-26",2.399994,19.9599501,22.3599441,2.399994,19.9599501,22.3599441
"1074","2015-08-26","1074.2015-08-26",0.5066654,6.1599846,6.66665,0.45599886,6.1599846,6.61598346
"1075","2015-08-26","1075.2015-08-26",1.7066624,5.93998515,7.64664755,0,5.93998515,5.93998515
"1076","2015-07-30","1076.2015-07-30",0.04666655,1.0533307,1.09999725,0,1.0533307,1.0533307
"1078","2015-07-30","1078.2015-07-30",0.422221166666667,4.98220976666667,5.40443093333333,0.422221166666667,4.98220976666667,5.40443093333333
"1079","2015-07-30","1079.2015-07-30",0.182221766666667,2.15555016666667,2.33777193333333,0.121481177777778,2.15555016666667,2.27703134444444
"108","2014-08-22","108.2014-08-22",7.64886976666667,4.0266566,11.6755263666667,1.13184902222222,4.0266566,5.15850562222222
"1080","2015-07-30","1080.2015-07-30",0,1.01999745,1.01999745,0,1.01999745,1.01999745
"1081","2015-07-28","1081.2015-07-28",5.27332015,0,5.27332015,5.1466538,0,5.1466538
"1082","2015-07-28","1082.2015-07-28",3.9466568,0.51333205,4.45998885,2.43443835833333,0.51333205,2.94777040833333
"1083","2015-07-28","1083.2015-07-28",1.28888566666667,0.844442333333333,2.133328,0.33999915,0.844442333333333,1.18444148333333
"1084","2015-07-28","1084.2015-07-28",0.391110133333333,0.7333315,1.12444163333333,0,0.7333315,0.7333315
"1085","2015-07-28","1085.2015-07-28",12.1288585666667,1.56888496666667,13.6977435333333,9.60213087676767,1.56888496666667,11.1710158434343
"1086","2015-08-03","1086.2015-08-03",0.84666455,5.47331965,6.3199842,0.16933291,5.47331965,5.64265256
"1087","2015-08-03","1087.2015-08-03",2.01999495,0.64666505,2.66666,0,0.64666505,0.64666505
"1088","2015-08-03","1088.2015-08-03",2.26221656666667,16.5066254,18.7688419666667,0.0856886746666667,16.5066254,16.5923140746667
"1089","2015-08-03","1089.2015-08-03",1.28444123333333,11.8221926666667,13.1066339,0.128444123333333,11.8221926666667,11.95063679
"109","2014-08-22","109.2014-08-22",2.7333265,1.55332945,4.28665595,0.0725639211538462,1.55332945,1.62589337115385
"1090","2015-08-03","1090.2015-08-03",0,17.9866217,17.9866217,0,17.9866217,17.9866217
"1091","2015-08-07","1091.2015-08-07",0.817775733333333,2.6399934,3.45776913333333,0,2.6399934,2.6399934
"1092","2015-08-07","1092.2015-08-07",0.133333,4.96443203333333,5.09776503333333,0,4.56813672777778,4.56813672777778
"1093","2015-08-07","1093.2015-08-07",1.45777413333333,6.2533177,7.71109183333333,0,6.2533177,6.2533177
"1094","2015-08-07","1094.2015-08-07",0,4.55109973333333,4.55109973333333,0,4.49602740724638,4.49602740724638
"1095","2015-08-07","1095.2015-08-07",0,6.92887156666667,6.92887156666667,0,6.72942762083333,6.72942762083333
"1096","2015-08-11","1096.2015-08-11",0.4799988,3.34221386666667,3.82221266666667,0.4799988,3.34221386666667,3.82221266666667
"1097","2015-08-11","1097.2015-08-11",3.06221456666667,16.9244021333333,19.9866167,2.04443933333333,16.9244021333333,18.9688414666667
"1098","2015-08-11","1098.2015-08-11",1.84094739762,3.11332555,4.95427294762,0.61364913254,3.11332555,3.72697468254
"1099","2015-08-11","1099.2015-08-11",0.1866662,3.67110193333333,3.85776813333333,0.04666655,3.67110193333333,3.71776848333333
"11","2014-08-29","11.2014-08-29",4.04887876666667,1.56888496666667,5.61776373333333,1.80899018650794,1.56888496666667,3.3778751531746
"1100","2015-08-11","1100.2015-08-11",0.0933331,3.333325,3.4266581,0.00611109583333333,3.333325,3.33943609583333
"1101","2015-08-11","1101.2015-08-11",0.2933326,7.03553796666667,7.32887056666667,0,7.03553796666667,7.03553796666667
"1102","2015-08-11","1102.2015-08-11",1.8133288,4.97776533333333,6.79109413333333,1.67406988888889,4.97776533333333,6.65183522222222
"1103","2015-08-11","1103.2015-08-11",3.05777013333333,3.97776783333333,7.03553796666667,0.749507092207139,3.823323775,4.57283086720714
"1104","2015-08-11","1104.2015-08-11",3.67110193333333,3.09777003333333,6.76887196666667,1.49563412098765,3.09777003333333,4.59340415432099
"1105","2015-08-11","1105.2015-08-11",0.4533322,7.1199822,7.5733144,0.356824504761905,7.1199822,7.4768067047619
"12","2014-08-29","12.2014-08-29",2.5466603,0.511109833333333,3.05777013333333,2.32177197333333,0.511109833333333,2.83288180666667
"1200","2015-07-16","1200.2015-07-16",0,33.7021379666667,33.7021379666667,0,8.29399327897898,8.29399327897898
"1201","2015-07-16","1201.2015-07-16",1.91555076666667,16.1021819666667,18.0177327333333,0.7183315375,5.8155979965812,6.5339295340812
"1202","2015-07-16","1202.2015-07-16",0,34.7910241333333,34.7910241333333,0,20.2442322175758,20.2442322175758
"1203","2015-07-16","1203.2015-07-16",0.577776333333333,31.4710324333333,32.0488087666667,0,16.1749945974474,16.1749945974474
