"PlotID","Date","PlotVisit","ForbBiomass","GrassBiomass","HerbBiomass","ForageForbBiomass","ForageGrassBiomass","ForageHerbBiomass"
"322","2014-06-09","322.2014-06-09",5.9866517,17.1244016333333,23.1110533333333,5.9866517,17.1244016333333,23.1110533333333
"322","2014-06-30","322.2014-06-30",1.199997,10.7421953666667,11.9421923666667,0.829627555555556,10.7421953666667,11.5718229222222
"322","2014-09-04","322.2014-09-04",0.3866657,32.133253,32.5199187,0.3866657,32.133253,32.5199187
"323","2014-06-09","323.2014-06-09",0,16.1866262,16.1866262,0,16.1866262,16.1866262
"323","2014-06-30","323.2014-06-30",1.51555176666667,21.4399464,22.9554981666667,0,21.4399464,21.4399464
"323","2014-09-04","323.2014-09-04",0.577776333333333,12.8799678,13.4577441333333,0.577776333333333,12.8799678,13.4577441333333
"325","2014-05-27","325.2014-05-27",12.0355254666667,18.0221771666667,30.0577026333333,0,18.0221771666667,18.0221771666667
"325","2014-06-16","325.2014-06-16",25.6488247666667,10.3021964666667,35.9510212333333,0,10.3021964666667,10.3021964666667
"325","2014-07-10","325.2014-07-10",22.7377209333333,28.8621500666667,51.599871,1.18262330606061,28.8621500666667,30.0447733727273
"325","2014-08-12","325.2014-08-12",14.5866302,13.6799658,28.266596,2.44860498958333,13.6799658,16.1285707895833
"325","2014-09-03","325.2014-09-03",12.2533027,26.0266016,38.2799043,0.483702494444444,26.0266016,26.5103040944444
"325","2014-09-22","325.2014-09-22",7.96886896666667,6.3066509,14.2755198666667,0.416189435714286,6.3066509,6.72284033571428
"325","2015-05-25","325.2015-05-25",10.7510842333333,3.12888106666667,13.8799653,1.49073701388889,3.12888106666667,4.61961808055556
"325","2015-06-15","325.2015-06-15",16.8888466666667,18.4399539,35.3288005666667,9.55466020915033,18.4399539,27.9946141091503
"325","2015-07-06","325.2015-07-06",7.72442513333333,7.11109333333333,14.8355184666667,2.48888266666667,7.11109333333333,9.599976
"325","2015-08-05","325.2015-08-05",5.41776423333333,1.2799968,6.69776103333333,0.454221086666667,1.2799968,1.73421788666667
"325","2015-09-11","325.2015-09-11",4.12443413333333,0.871108933333333,4.99554306666667,0,0.871108933333333,0.871108933333333
"325","2015-09-23","325.2015-09-23",2.6799933,2.24443883333333,4.92443213333333,0.434919547619048,2.24443883333333,2.67935838095238
"326","2014-05-20","326.2014-05-20",8.666645,3.3466583,12.0133033,0,3.3466583,3.3466583
"326","2014-06-16","326.2014-06-16",1.67555136666667,14.1732979,15.8488492666667,0,14.1732979,14.1732979
"326","2014-07-10","326.2014-07-10",8.24886826666667,11.9955255666667,20.2443938333333,2.80740038888889,11.9955255666667,14.8029259555556
"326","2014-08-12","326.2014-08-12",5.8799853,10.799973,16.6799583,0.630474614285714,10.799973,11.4304476142857
"326","2014-09-03","326.2014-09-03",2.84443733333333,8.35553466666667,11.199972,0.264232143650794,8.35553466666667,8.61976681031746
"326","2014-09-22","326.2014-09-22",13.0399674,4.7466548,17.7866222,1.65828429423401,4.7466548,6.40493909423401
"326","2015-05-25","326.2015-05-25",5.96442953333333,5.81776323333333,11.7821927666667,0,5.81776323333333,5.81776323333333
"326","2015-06-15","326.2015-06-15",1.07555286666667,8.0266466,9.10219946666667,0.0187653851851852,8.0266466,8.04541198518518
"326","2015-07-06","326.2015-07-06",3.99999,6.2799843,10.2799743,0,6.2799843,6.2799843
"326","2015-08-05","326.2015-08-05",2.80443743333333,4.78221026666667,7.5866477,0.0688887166666667,4.78221026666667,4.85109898333333
"326","2015-09-11","326.2015-09-11",4.59109963333333,5.04443183333333,9.63553146666667,1.43703344444444,5.04443183333333,6.48146527777778
"326","2015-09-23","326.2015-09-23",0.7466648,1.8266621,2.5733269,0.0470064184313725,1.8266621,1.87366851843137
"340","2014-05-21","340.2014-05-21",3.62221316666667,11.6177487333333,15.2399619,0.423702644444444,11.6177487333333,12.0414513777778
"340","2014-06-16","340.2014-06-16",0.648887266666667,16.2310705333333,16.8799578,0.116023101754386,16.2310705333333,16.3470936350877
"340","2014-07-10","340.2014-07-10",7.0399824,35.7065774,42.7465598,0.0488887666666667,35.4643557833333,35.51324455
"340","2014-08-13","340.2014-08-13",24.2310505333333,40.9465643,65.1776148333333,12.9288565666667,40.9465643,53.8754208666667
"340","2014-09-03","340.2014-09-03",2.04888376666667,27.1288210666667,29.1777048333333,0,27.1288210666667,27.1288210666667
"340","2014-09-22","340.2014-09-22",20.7288370666667,24.5021609666667,45.2309980333333,17.1974878703704,24.5021609666667,41.699648837037
"340","2015-05-27","340.2015-05-27",23.8177182333333,8.7066449,32.5243631333333,17.5205763534884,8.7066449,26.2272212534884
"340","2015-06-16","340.2015-06-16",15.1288510666667,13.6488547666667,28.7777058333333,12.7526562903226,13.6488547666667,26.4015110569892
"340","2015-07-06","340.2015-07-06",11.3021939666667,13.3333,24.6354939666667,1.55869342126437,13.3333,14.8919934212644
"340","2015-08-07","340.2015-08-07",3.3199917,6.4933171,9.8133088,0,6.4933171,6.4933171
"340","2015-09-09","340.2015-09-09",14.9732959,16.6399584,31.6132543,9.6429758925,16.6399584,26.2829342925
"340","2015-09-23","340.2015-09-23",8.933311,7.3466483,16.2799593,5.45383340722944,7.23802634933333,12.6918597565628
"344","2014-05-21","344.2014-05-21",5.8799853,26.1954900666667,32.0754753666667,2.43982194275794,26.1954900666667,28.6353120094246
"344","2014-06-16","344.2014-06-16",16.799958,16.533292,33.33325,6.12313284027778,16.533292,22.6564248402778
"344","2014-07-10","344.2014-07-10",2.83110403333333,16.1066264,18.9377304333333,1.60097845368421,14.6204762692308,16.221454722915
"344","2014-08-13","344.2014-08-13",9.733309,53.4620885666667,63.1953975666667,7.75024517460317,53.4620885666667,61.2123337412698
"344","2014-09-03","344.2014-09-03",6.18220676666667,12.9466343,19.1288410666667,3.93085437037037,12.9466343,16.8774886703704
"344","2014-09-22","344.2014-09-22",6.63553896666667,18.3110653333333,24.9466043,4.88146927777778,18.3110653333333,23.1925346111111
"344","2015-05-27","344.2015-05-27",46.3509952333333,9.67553136666666,56.0265266,35.1374590536796,9.67553136666666,44.8129904203463
"344","2015-06-16","344.2015-06-16",12.7110793333333,6.37776183333333,19.0888411666667,7.1980816216092,6.37776183333333,13.5758434549425
"344","2015-07-06","344.2015-07-06",9.16886596666667,11.9288590666667,21.0977250333333,7.38973461203704,11.9288590666667,19.3185936787037
"344","2015-08-07","344.2015-08-07",5.32443113333333,9.76886446666667,15.0932956,4.68204697691198,9.76886446666667,14.4509114435786
"344","2015-09-09","344.2015-09-09",14.4621860666667,56.4443033333333,70.9064894,8.48368249444444,56.4443033333333,64.9279858277778
"344","2015-09-23","344.2015-09-23",8.94219986666667,9.72442013333333,18.66662,3.15093516652661,9.72442013333333,12.8753552998599
"364","2014-05-26","364.2014-05-26",18.0932881,2.46221606666667,20.5555041666667,14.5581561971111,2.46221606666667,17.0203722637778
"364","2014-06-16","364.2014-06-16",18.7199532,13.2310780333333,31.9510312333333,16.4442568135531,13.2310780333333,29.6753348468864
"364","2014-07-09","364.2014-07-09",2.68443773333333,11.6533042,14.3377419333333,2.15476709984127,11.6533042,13.8080712998413
"364","2014-08-18","364.2014-08-18",1.12888606666667,13.2399669,14.3688529666667,0.787876818181818,13.2399669,14.0278437181818
"364","2014-09-03","364.2014-09-03",4.6933216,32.36658575,37.05990735,3.28532512,32.36658575,35.65191087
"364","2014-09-22","364.2014-09-22",5.39109763333333,10.7599731,16.1510707333333,4.49716824423077,10.7599731,15.2571413442308
"364","2015-05-26","364.2015-05-26",23.3821637666667,5.43554196666667,28.8177057333333,18.8158091292506,5.43554196666667,24.2513510959172
"364","2015-06-17","364.2015-06-17",19.1955075666667,4.44443333333333,23.6399409,17.4252089621212,4.44443333333333,21.8696422954545
"364","2015-07-07","364.2015-07-07",22.7910541333333,4.77776583333333,27.5688199666667,13.9498430609895,4.77776583333333,18.7276088943229
"364","2015-08-06","364.2015-08-06",0.4666655,11.7199707,12.1866362,0.155555166666667,11.7199707,11.8755258666667
"364","2015-09-09","364.2015-09-09",9.1333105,12.7599681,21.8932786,6.16159570708333,12.7599681,18.9215638070833
"364","2015-09-23","364.2015-09-23",0.382221266666667,7.7466473,8.12886856666667,0.327618228571429,7.7466473,8.07426552857143
